a (letter)	/ˈeɪ/
maximum	/ˈmæksəməm/
ma	/ˈmæksəmə/
maximize	/ˈmæksəˌmaɪz/
may	/ˈmeɪ/
might	/ˈmaɪt/
May	/ˈmeɪ/
maybe	/ˈmeɪbi/
mayhem	/ˈmeɪˌhεm, ˈmeɪəm/
mayonnaise	/ˈmeɪəˌneɪz/
mayor	/ˈmeɪɚ, ˈmεər/
maze	/ˈmeɪz/
me	/ˈmiː/
meadow	/ˈmεdoː/
meager	/ˈmiːgɚ/
meal	/ˈmiːl/
mealtime	/ˈmiːlˌtaɪm/
mean 1	/ˈmiːn/
meant	/ˈmεnt/
meander	/miˈændɚ/
meaning	/ˈmiːnɪŋ/
meaningful	/ˈmiːnɪŋfəl/
meaningless	/ˈmiːnɪŋləs/
meanness	/ˈmiːnnəs/
means	/ˈmiːnz/
meantime	/ˈmiːnˌtaɪm/
meanwhile	/ˈmiːnˌhwaɪl/
measles	/ˈmiːzəlz/
measly	/ˈmiːzli/
measure	/ˈmεƷɚ, ˈmeɪ-/
measurable	/ˈmεƷɚəbəl, ˈmeɪ-/
measurement	/ˈmεƷɚmənt, ˈmeɪ-/
meat	/ˈmiːt/
meatball	/ˈmiːtˌbɔl/
meaty	/ˈmiːt̬i/
mechanic	/mɪˈkænɪk/
mechanical	/mɪˈkænɪkəl/
mechanics	/mɪˈkænɪks/
mechanism	/ˈmεkəˌnɪzəm/
mechanize	/ˈmεkəˌnaɪz/
medal	/ˈmεdəl/
medallion	/məˈdæljən/
meddle	/ˈmεdəl/
media	/ˈmiːdiə/
median	/ˈmiːdiən/
mediate	/ˈmiːdiˌeɪt/
mediation	/ˌmiːdiˈeɪʃən/
mediator	/ˈmiːdiˌeɪt̬ɚ/
medical	/ˈmεdɪkəl/
medicated	/ˈmεdəˌkeɪt̬əd/
medication	/ˌmεdəˈkeɪʃən/
medicinal	/məˈdɪsənəl/
medicine	/ˈmεdəsən/
mediaeval	/mɪˈdiːvəl, ˌmiː-, ˌmε-, -diˈiːvəl/
mediocre	/ˌmiːdiˈoːkɚ/
mediocrity	/ˌmiːdiˈɑkrət̬i/
meditate	/ˈmεdəˌteɪt/
meditation	/ˌmεdəˈteɪʃən/
medium	/ˈmiːdiəm/
dia	/ˈmiːdiə/
medley	/ˈmεdli/
meek	/ˈmiːk/
meet	/ˈmiːt/
met	/ˈmεt/
meeting	/ˈmiːt̬ɪŋ/
megabyte	/ˈmεgəˌbaɪt/
megaphone	/ˈmεgəˌfoːn/
melancholy	/ˈmεlənˌkɑli/
mellow	/ˈmεloː/
melody	/ˈmεlədi/
melon	/ˈmεlən/
melt	/ˈmεlt/
member	/ˈmεmbɚ/
membership	/ˈmεmbɚˌʃɪp/
membrane	/ˈmεmˌbreɪn/
memory	/ˈmεmri, ˈmεmə-/
memento	/mɪˈmεnˌtoː/
memo	/ˈmεmoː/
memorandum	/ˌmεməˈrændəm/
da	/-də/
memoirs	/ˈmεmˌwɑrz/
memorable	/ˈmεmɚəbəl/
memorial	/məˈmoriəl/
memorize	/ˈmεməˌraɪz/
menace	/ˈmεnəs/
menacing	/ˈmεnəsɪŋ/
mend	/ˈmεnd/
menial	/ˈmiːniəl/
meningitis	/ˌmεnənˈdƷaɪt̬əs/
gitides	/-ˈdƷɪt̬əˌdiːz/
menopause	/ˈmεnəˌpɔz/
menstruate	/ˈmεnstrʊˌeɪt/
menstruation	/ˌmεnstrʊˈeɪʃən/
mental	/ˈmεntəl/
mentality	/mεnˈtælət̬i/
mention	/ˈmεnʃən/
menu	/ˈmεnˌjuː/
meow	/miːˈaʊ/
mercenary	/ˈmɚsənˌεri/
merchant	/ˈmɚtʃənt/
merchandise	/ˈmɚtʃənˌdaɪz, -ˌdaɪs/
merciful	/ˈmɚsɪfəl/
merciless	/ˈmɚsɪləs/
mercury	/ˈmɚkjɚi/
mercy	/ˈmɚsi/
mere	/ˈmɪr/
merely	/ˈmɪrli/
merge	/ˈmɚdƷ/
merger	/ˈmɚdƷɚ/
merit	/ˈmεrət/
mermaid	/ˈmɚˌmeɪd/
merry	/ˈmεri/
merry–go–round	/ˈmεrigoˌraʊnd/
mesa	/ˈmeɪsə/
mesh	/ˈmεʃ/
mesmerize	/ˈmεzməˌraɪz/
mess	/ˈmεs/
message	/ˈmεsɪdƷ/
messenger	/ˈmεsəndƷɚ/
messy	/ˈmεsi/
metabolism	/məˈtæbəˌlɪzəm/
metal	/ˈmεt̬əl/
metallic	/məˈtælɪk/
metamorphosis	/ˌmεt̬əˈmɔrfəsɪs/
metamorphoses	/-ˌsiːz/
metaphor	/ˈmεt̬əˌfɔr, -fɚ/
meteor	/ˈmiːt̬iɚ, -t̬iːˌɔr/
meteorological	/ˌmiːt̬iˌɔrəˈlɑdƷɪkəl/
meteorologist	/ˌmiːt̬iəˈrɑlədƷɪst/
meteorology	/ˌmiːt̬iəˈrɑlədƷi/
metre	/ˈmiːt̬ɚ/
method	/ˈmεθəd/
methodical	/məˈθɑdɪkəl/
meticulous	/məˈtɪkjələs/
metric	/ˈmεtrɪk/
metrical	/-trɪkəl/
metropolis	/məˈtrɑpələs/
metropolitan	/ˌmεtrəˈpɑlətən/
Mexican	/ˈmεksɪkən/
microbe	/ˈmaɪˌkroːb/
microfilm	/ˈmaɪkroˌfɪlm/
microphone	/ˈmaɪkrəˌfoːn/
microscope	/ˈmaɪkrəˌskoːp/
microscopic	/ˌmaɪkrəˈskɑpɪk/
microwave	/ˈmaɪkrəˌweɪv/
mid	/ˈmɪd/
midair	/ˈmɪdˈεər/
midday	/ˈmɪdˈdeɪ/
middle	/ˈmɪdəl/
middle–aged	/ˌmɪdəlˈeɪdƷd/
middleman	/ˈmɪdəlˌmæn/
middlemen	/-mən, -ˌmεn/
midget	/ˈmɪdƷət/
midnight	/ˈmɪdˌnaɪt/
midriff	/ˈmɪdˌrɪf/
midst	/ˈmɪdst/
midsummer	/ˈmɪdˈsʌmɚ, -ˌsʌ-/
midway	/ˈmɪdˌweɪ/
midwife	/ˈmɪdˌwaɪf/
wives	/-ˌwaɪvz/
midwinter	/ˈmɪdˈwɪntɚ, -ˌwin-/
miff	/ˈmɪf/
might 1	/ˈmaɪt/
mighty	/ˈmaɪt̬i/
migraine	/ˈmaɪˌgreɪn/
migrate	/ˈmaɪˌgreɪt/
migrant	/ˈmaɪgrənt/
mild	/ˈmaɪld/
mildew	/ˈmɪlˌduː, -ˌdjuː/
mildly	/ˈmaɪldli/
mildness	/ˈmaɪldnəs/
mile	/ˈmaɪl/
mileage	/ˈmaɪlɪdƷ/
milestone	/ˈmaɪlˌstoːn/
military	/ˈmɪləˌtεri/
militant	/ˈmɪlətənt/
militia	/məˈlɪʃə/
milk	/ˈmɪlk/
milky	/ˈmɪlki/
mill	/ˈmɪl/
millennium	/məˈlεniəm/
nia	/-niə/
miller	/ˈmɪlɚ/
milligram	/ˈmɪləˌgræm/
millimetre	/ˈmɪləˌmiːt̬ɚ/
million	/ˈmɪljən/
millionaire	/ˌmɪljəˈnεər, ˈmɪljəˌnεər/
millionth	/ˈmɪljənθ/
mime	/ˈmaɪm/
mimic	/ˈmɪmɪk/
mimicry	/ˈmɪmɪkri/
mince	/ˈmɪns/
mind	/ˈmaɪnd/
mindful	/ˈmaɪndfəl/
mindless	/ˈmaɪndləs/
mine 1	/ˈmaɪn/
minefield	/ˈmaɪnːfiːld/
miner	/ˈmaɪnɚ/
mineral	/ˈmɪnɚəl/
mingle	/ˈmɪŋgəl/
miniature	/ˈmɪniəˌtʃʊr, ˈmɪnɪˌtʃʊr, -tʃɚ/
minimal	/ˈmɪnəməl/
minimize	/ˈmɪnəˌmaɪz/
minimum	/ˈmɪnəməm/
ma	/ˈmɪnəmə/
mining	/ˈmaɪnɪŋ/
minister	/ˈmɪnəstɚ/
ministerial	/ˌmɪnəˈstɪriəl/
ministry	/ˈmɪnəstri/
mink	/ˈmɪŋk/
minnow	/ˈmɪnoː/
minor	/ˈmaɪnɚ/
minority	/məˈnɔrət̬i, maɪ-/
mint 1	/ˈmɪnt/
minus	/ˈmaɪnəs/
minuscule	/ˈmɪnəsˌkjuːl, mɪˈnʌs-/
minute 1	/maɪˈnuːt, mɪ-, -ˈnjuːt/
minute 2	/ˈmɪnət/
miracle	/ˈmɪrɪkəl/
miraculous	/məˈrækjələs/
mirage	/mɪˈrɑƷ, ˈmɪrˌɑƷ/
mire	/ˈmaɪr/
mirror	/ˈmɪrɚ/
mirth	/ˈmɚθ/
misapprehension	/ˌmɪsˌæprəˈhεnʃən/
misbehave	/ˌmɪsbiˈheɪv/
misbehavior	/ˌmɪsbiˈheɪvjɚ/
miscalculate	/mɪsˈkælkjəˌleɪt/
miscarriage	/ˌmɪsˈkærɪdƷ, ˈmɪsˌkærɪdƷ/
miscellaneous	/ˌmɪsəˈleɪniəs/
mischief	/ˈmɪstʃəf/
mischievous	/ˈmɪstʃəvəs/
misconception	/ˌmɪskənˈsεpʃən/
misconduct	/mɪsˈkɑndəkt/
misdeed	/mɪsˈdiːd/
misdemeanor	/ˌmɪsdɪˈmiːnɚ/
miser	/ˈmaɪzɚ/
miserable	/ˈmɪzɚəbəl/
miserly	/ˈmaɪzɚli/
misery	/ˈmɪzɚi/
misfire	/mɪsˈfaɪr/
misfit	/ˈmɪsˌfɪt, mɪsˈfɪt/
misfortune	/mɪsˈfɔrtʃən/
misgiving	/mɪsˈgɪvɪŋ/
misguided	/mɪsˈgaɪdəd/
mishap	/ˈmɪsˌhæp/
misinform	/ˌmɪsɪnˈfɔrm/
misinterpret	/ˌmɪsɪnˈtɚprət/
misjudge	/mɪsˈdƷʌdƷ/
mislay	/mɪsˈleɪ/
laid	/-leɪd/
mislead	/mɪsˈliːd/
led	/-ˈlεd/
misleading	/mɪsˈliːdɪŋ/
misnomer	/mɪsˈnoːmɚ/
misplace	/mɪsˈpleɪs/
misprint	/ˈmɪsˌprɪnt, mɪsˈ-/
miss	/ˈmɪs/
Miss	/ˈmɪs/
missile	/ˈmɪsəl/
missing	/ˈmɪsɪŋ/
mission	/ˈmɪʃən/
missionary	/ˈmɪʃəˌnεri/
misspell	/mɪsˈspεl/
mist	/ˈmɪst/
mistake	/mɪˈsteɪk/
mistook	/-ˈstʊk/
mistaken	/-ˈsteɪkən/
mistaken	/mɪˈsteɪkən/
mister	/ˈmɪstɚ/
mistletoe	/ˈmɪsəlˌtoː/
mistreat	/mɪsˈtriːt/
mistress	/ˈmɪstrəs/
mistrust	/mɪsˈtrʌst/
misty	/ˈmɪsti/
misunderstand	/ˌmɪsˌʌndɚˈstænd/
misunderstanding	/ˌmɪsˌʌndɚˈstændɪŋ/
misuse	/mɪsˈjuːz/
~	/mɪsˈjuːs/
mitigate	/ˈmɪt̬əˌgeɪt/
mitt	/ˈmɪt/
mitten	/ˈmɪtən/
mix	/ˈmɪks/
mixture	/ˈmɪkstʃɚ/
mix–up	/ˈmɪksˌʌp/
moan	/ˈmoːn/
mob	/ˈmɑb/
mobile	/ˈmoːbəl, -ˌbiːl, -ˌbaɪl/
~	/ˈmoˌbiːl/
mobility	/moˈbɪlət̬i/
mobilize	/ˈmoːbəˌlaɪz/
moccasin	/ˈmɑkəsən/
mock	/ˈmɑk, ˈmɔk/
mockery	/ˈmɑkɚi, ˈmɔ-/
mock–up	/ˈmɑkˌʌp/
mode	/ˈmoːd/
model	/ˈmɑdəl/
modem	/ˈmoːdəm, -ˌdεm/
moderate	/ˈmɑdɚət/
~	/ˈmɑdəˌreɪt/
moderation	/ˌmɑdəˈreɪʃən/
moderator	/ˈmɑdəˌreɪt̬ɚ/
modern	/ˈmɑdɚn/
modernize	/ˈmɑdɚˌnaɪz/
modest	/ˈmɑdəst/
modesty	/ˈmɑdəsti/
modify	/ˈmɑdəˌfaɪ/
moist	/ˈmɔɪst/
moisten	/ˈmɔɪsən/
moisture	/ˈmɔɪstʃɚ/
moisturizer	/ˈmɔɪtʃəˌraɪzɚ/
molar	/ˈmoːlɚ/
molasses	/məˈlæsəz/
mold 1	/ˈmoːld/
moldy	/ˈmoːldi/
mole 1	/ˈmoːl/
molecule	/ˈmɑlɪˌkjuːl/
molest	/məˈlεst/
molten	/ˈmoːltən/
mom	/ˈmɑm, ˈmʌm/
moment	/ˈmoːmənt/
momentarily	/ˌmoːmənˈtεrəli/
momentary	/ˈmoːmənˌtεri/
momentous	/moˈmεntəs/
momentum	/moˈmεntəm/
ta	/-tə/
monarch	/ˈmɑˌnɑrk, -nɚk/
monarchy	/ˈmɑˌnɑrki, -nɚ-/
monastery	/ˈmɑnəˌstεri/
Monday	/ˈmʌnˌdeɪ, -di/
money	/ˈmʌni/
ies	/ˈmʌniz/
monetary	/ˈmɑnəˌtεri, ˈmʌnə-/
mongrel	/ˈmɑŋgrəl, ˈmʌŋ-/
monitor	/ˈmɑnət̬ɚ/
monk	/ˈmʌŋk/
monkey	/ˈmʌŋki/
monogram	/ˈmɑnəˌgræm/
monologue	/ˈmɑnəˌlɔg/
monopoly	/məˈnɑpəli/
monopolize	/məˈnɑpəˌlaɪz/
monotonous	/məˈnɑtənəs/
monotony	/məˈnɑtəni/
monster	/ˈmɑnstɚ/
monstrosity	/mɑnˈstrɑsət̬i/
monstrous	/ˈmɑnstrəs/
month	/ˈmʌnθ/
monthly	/ˈmʌnθli/
monument	/ˈmɑnjəmənt/
monumental	/ˌmɑnjəˈmεntəl/
moo	/ˈmuː/
mood	/ˈmuːd/
moody	/ˈmuːdi/
moon	/ˈmuːn/
moonlight	/ˈmuːnˌlaɪt/
moor 1	/ˈmʊr, ˈmɔr/
mooring	/ˈmʊrɪŋ, ˈmɔr-/
moose	/ˈmuːs/
moot	/ˈmuːt/
mop	/ˈmɑp/
mope	/ˈmoːp/
moped	/ˈmoːˌpεd/
moral	/ˈmɔrəl/
morale	/məˈræl/
morality	/məˈrælət̬i/
morbid	/ˈmɔrbɪd/
more	/ˈmor/
moreover	/morˈoːvɚ/
morgue	/ˈmɔrg/
morning	/ˈmɔrnɪŋ/
moron	/ˈmorˌɑn/
morose	/məˈroːs/
morphine	/ˈmɔrˌfiːn/
morsel	/ˈmɔrsəl/
mortal	/ˈmɔrt̬əl/
mortality	/mɔrˈtælət̬i/
mortar	/ˈmɔrt̬ɚ/
mortgage	/ˈmɔrgɪdƷ/
mortify	/ˈmɔrt̬əˌfaɪ/
mosaic	/moˈzeɪɪk/
Moslem	/ˈmɑzləm/
mosque	/ˈmɑsk/
mosquito	/məˈskiːt̬o/
moss	/ˈmɔs/
most	/ˈmoːst/
mostly	/ˈmoːstli/
motel	/moˈtεl/
moth	/ˈmɔθ/
mother	/ˈmʌðɚ/
motherhood	/ˈmʌðɚˌhʊd/
mother–in–law	/ˈmʌðɚɪnˌlɔ/
motherly	/ˈmʌðɚli/
mother–of–pearl	/ˌmʌðɚəvˈpɚl/
motif	/moˈtiːf/
motion	/ˈmoːʃən/
motionless	/ˈmoːʃənləs/
motive	/ˈmoːt̬ɪv/
motivate	/ˈmoːt̬əˌveɪt/
motivation	/ˌmoːt̬əˈveɪʃən/
motor	/ˈmoːt̬əˌr/
motorbike	/ˈmoːt̬ɚˌbaɪk/
motorboat	/ˈmoː-t̬ɚˌboːt/
motorcycle	/ˈmoːt̬ɚˌsaɪkəl/
motorcyclist	/ˈmoːt̬ɚˌsaɪkəlɪst/
motorist	/ˈmoː-t̬ɚɪst/
motto	/ˈmɑt̬oː/
mould	/ˈmoːld/
mound	/ˈmaʊnd/
mount 1	/ˈmaʊnt/
mountain	/ˈmaʊntən/
mountainous	/ˈmaʊntənəs/
mourn	/ˈmorn/
mourner	/ˈmornɚ/
mournful	/ˈmornfəl/
mourning	/ˈmornɪŋ/
mouse	/ˈmaʊs/
mice	/ˈmaɪs/
mousetrap	/ˈmaʊsˌtræp/
moustache	/ˈmʌˌstæʃ, məˈstæʃ/
mouth	/ˈmaʊθ/
mouthful	/ˈmaʊθˌfʊl/
mouthpiece	/ˈmaʊθˌpiːs/
move	/ˈmuːv/
movable	/ˈmuːvəbəl/
movement	/ˈmuːvmənt/
movie	/ˈmuːvi/
mow	/ˈmoː/
mown	/ˈmoːn/
mower	/ˈmoːɚ/
Mr.	/ˈmɪstɚ/
Messrs.	/ˈmεsɚz/
Mrs. /ˈmɪsəz, -səs/ esp. South /ˈmɪzəz, -zəs/
Mesdames	/meɪˈdeɪm, -ˈdæm/
Ms.	/ˈmɪz/
much	/ˈmʌtʃ/
more	/ˈmor/
most	/ˈmoːst/
muck	/ˈmʌk/
mucus	/ˈmjuːkəs/
mud	/ˈmʌd/
muddle	/ˈmʌdəl/
muddy	/ˈmʌdi/
muffin	/ˈmʌfən/
muffle	/ˈmʌfəl/
muffler	/ˈmʌflɚ/
mug	/ˈmʌg/
mugger	/ˈmʌgɚ/
muggy	/ˈmʌgi/
mule	/ˈmjuːl/
mull	/ˈmʌl/
multicolored	/ˌmʌltiˈkʌlɚd, ˌmʌltaɪ-/
multimedia	/ˌmʌltiˈmiːdiə, ˌmʌltaɪ-/
multinational	/ˌmʌltiˈnæʃənəl, ˌmʌltaɪ-/
multiple	/ˈmʌltəpəl/
multiplication	/ˌmʌltəpləˈkeɪʃən/
multiply	/ˈmʌltəˌplaɪ/
multitude	/ˈmʌltəˌtuːd, -ˌtjuːd/
mum	/ˈmʌm/
mumble	/ˈmʌmbəl/
mummy	/ˈmʌmi/
mumps	/ˈmʌmps/
munch	/ˈmʌntʃ/
mundane	/ˌmʌnˈdeɪn, ˈmʌnˌ-/
municipal	/mjʊˈnɪsəpəl/
municipality	/mjʊˌnɪsəˈpælət̬i/
munitions	/mjʊˈnɪʃənz/
mural	/ˈmjʊrəl/
murder	/ˈmɚdɚ/
murderer	/ˈmɚdɚɚ/
murderous	/ˈmɚdɚəs/
murky	/ˈmɚki/
murmur	/ˈmɚmɚ/
muscle	/ˈmʌsəl/
muscular	/ˈmʌskjəlɚ/
muse 1	/ˈmjuːz/
museum	/mjʊˈziːəm/
mushroom	/ˈmʌʃˌruːm, -ˌrʊm/
mushy	/ˈmʌʃi/
music	/ˈmjuːzɪk/
musical	/ˈmjuːzɪkəl/
musician	/mjʊˈzɪʃən/
Muslim	/ˈmʌzləm, ˈmʊs-, ˈmʊz-/
muslin	/ˈmʌzlən/
mussel	/ˈmʌsəl/
must	/ˈmʌst/
mustache	/ˈmʌˌstæʃ, mʌˈstæʃ/
mustang	/ˈmʌˌstæŋ/
mustard	/ˈmʌstɚd/
muster	/ˈmʌstɚ/
musty	/ˈmʌsti/
mute	/ˈmjuːt/
mutilate	/ˈmjuːt̬əˌleɪt/
mutiny	/ˈmjuːtəni/
mutter	/ˈmʌt̬ɚ/
mutton	/ˈmʌtən/
mutual	/ˈmjuːtʃʊəl/
mutually	/ˈmjuːtʃʊəli, -tʃəli/
muzzle	/ˈmʌzəl/
my	/ˈmaɪ/
myopia	/maɪˈoːpiə/
myopic	/maɪˈoːpɪk, -ˈɑ-/
myself	/maɪˈsεlf/
mystery	/ˈmɪstɚi/
mysterious	/mɪˈstɪriəs/
mystic	/ˈmɪstɪk/
mystical	/ˈmɪstɪkəl/
mystify	/ˈmɪstəˌfaɪ/
mystique	/mɪˈstiːk/
myth	/ˈmɪθ/
mythical	/ˈmɪθɪkəl/
n	/ˈεn/
ns	/ˈεnz/
nab	/ˈnæb/
nag	/ˈnæg/
nail	/ˈneɪl/
naïve	/nɑˈiːv/
naïveté	/ˌnɑˌiːvəˈteɪ, nɑˈiːvəˌ-/
naked	/ˈneɪkəd/
name	/ˈneɪm/
nameless	/ˈneɪmləs/
namely	/ˈneɪmli/
namesake	/ˈneɪmˌseɪk/
nap 1	/ˈnæp/
nape	/ˈneɪp, ˈnæp/
napkin	/ˈnæpkən/
narcotic	/nɑrˈkɑt̬ɪk/
narrate	/ˈnærˌeɪt, næˈreɪt/
narration	/næˈreɪʃən/
narrative	/ˈnærət̬ɪv/
narrator	/ˈnærˌeɪt̬ɚ/
narrow	/ˈnærˌoː/
narrowly	/ˈnæroli/
narrow–minded	/ˌnæroˈmaɪndəd/
nasal	/ˈneɪzəl/
nasty	/ˈnæsti/
nastiness	/ˈnæstinəs/
nation	/ˈneɪʃən/
national	/ˈnæʃənəl/
nationalism	/ˈnæʃənəˌlɪzəm/
nationality	/ˌnæʃəˈnælət̬i/
nationalize	/ˈnæʃənəˌlaɪz/
nationwide	/ˈneɪʃənˈwaɪd/
native	/ˈneɪt̬ɪv/
nativity	/nəˈtɪvət̬i, neɪ-/
nature	/ˈneɪtʃɚ/
natural	/ˈnætʃɚəl/
naturalize	/ˈnætʃɚəˌlaɪz/
naturally	/ˈnætʃɚəli/
naught	/ˈnɔt/
naughty	/ˈnɔt̬i/
nausea	/ˈnɔziə, ˈnɔʃə/
nauseous	/ˈnɔʃəs, -ziəs/
nautical	/ˈnɔt̬ɪkəl/
naval	/ˈneɪvəl/
nave	/ˈneɪv/
navel	/ˈneɪvəl/
navigate	/ˈnævəˌgeɪt/
navigable	/ˈnævɪgəbəl/
navigation	/ˌnævəˈgeɪʃən/
navigator	/ˈnævəˌgeɪt̬ɚ/
navy	/ˈneɪvi/
near	/ˈnɪr/
nearby	/nɪrˈbaɪ, ˈnɪrˌbaɪ/
nearly	/ˈnɪrli/
nearsighted	/ˈnɪrˌsaɪt̬əd/
neat	/ˈniːt/
neatly	/ˈniːtli/
neatness	/ˈniːtnəs/
nebulous	/ˈnεbjʊləs/
necessary	/ˈnεsəˌsεri/
necessarily	/ˌnεsəˈsεrəli/
necessitate	/nɪˈsεsəˌteɪt/
necessity	/nɪˈsεsət̬i/
neck	/ˈnεk/
necklace	/ˈnεkləs/
necktie	/ˈnεkˌtaɪ/
nectar	/ˈnεktɚ/
nectarine	/ˌnεktəˈriːn/
need	/ˈniːd/
needle	/ˈniːdəl/
needless	/ˈniːdləs/
needlework	/ˈniːdəlˌwɚk/
needn't	/ˈniːdənt/
needy	/ˈniːdi/
negative	/ˈnεgət̬ɪv/
neglect	/nɪˈglεkt/
negligee	/ˌnεgləˈƷeɪ/
negligence	/ˈnεglɪdƷəns/
negligent	/ˈnεglɪdƷənt/
negligible	/ˈnεglɪdƷəbəl/
negotiate	/nɪˈgoːʃiˌeɪt/
negotiable	/nɪˈgoːʃəbəl, -ʃiə-/
negotiation	/nɪˌgoːʃiˈeɪʃən, -siˈeɪ-/
negotiator	/nɪˈgoːʃiˌeɪt̬ɚ, -siˌeɪ-/
Negro	/ˈniːˌgroː/
neigh	/ˈneɪ/
neighbor	/ˈneɪbɚ/
neighborhood	/ˈneɪbɚˌhʊd/
neighborly	/ˈneɪbɚli/
neither	/ˈniːðɚ, ˈnaɪ-/
neon	/ˈniːˌɑn/
nephew	/ˈnεˌfjuː/ chiefly British /ˈnεˌvjuː/
Neptune	/ˈnεpˌtuːn, -ˌtjuːn/
nerve	/ˈnɚv/
nervous	/ˈnɚvəs/
nervousness	/ˈnɚvəsnəs/
nervy	/ˈnɚvi/
nest	/ˈnεst/
nestle	/ˈnεsəl/
net 1	/ˈnεt/
nettle	/ˈnεt̬əl/
network	/ˈnεtˌwɚk/
neurology	/nʊˈrɑlədƷi, njʊ-/
neurosis	/nʊˈroːsɪs, njʊ-/
neuroses	/-ˌsiːz/
neurotic	/nʊ-ˈrɑt̬ɪk, njʊ-/
neuter	/ˈnuːt̬ɚ, ˈnjuː-/
neutral	/ˈnuːtrəl, ˈnjuː-/
neutrality	/nuːˈtrælət̬iː, njuː-/
neutralize	/ˈnuːtrəˌlaɪz, ˈnjuː-/
neutron	/ˈnuːˌtrɑn, ˈnjuː-/
never	/ˈnεvɚ/
nevermore	/ˌnεvɚˈmor/
nevertheless	/ˌnεvɚðəˈlεs/
new	/ˈnuː, ˈnjuː/
newborn	/ˈnuːˌbɔrn, ˈnjuː-/
newcomer	/ˈnuːˌkʌmɚ, ˈnjuː-/
newly	/ˈnuːli, ˈnjuː-/
newlywed	/ˈnuːliˌwεd, ˈnjuː-/
news	/ˈnuːz, ˈnjuːz/
newscast	/ˈnuːzˌkæst, ˈnjuːz-/
newscaster	/ˈnuːzˌkæstɚ, ˈnjuːz-/
newsletter	/ˈnuːzˌlεt̬ɚ, ˈnjuːz-/
newspaper	/ˈnuːzˌpeɪpɚ, ˈnjuːz-/
newsstand	/ˈnuːzˌstænd, ˈnjuːz-/
newt	/ˈnuːt, ˈnjuːt/
next	/ˈnεkst/
next–door	/ˈnεkstˈdor/
nib	/ˈnɪb/
nibble	/ˈnɪbəl/
Nicaraguan	/ˌnɪkəˈrɑgwən/
nice	/ˈnaɪs/
nicely	/ˈnaɪsli/
niceness	/ˈnaɪsnəs/
niceties	/ˈnaɪsət̬iz/
niche	/ˈnɪtʃ/
nick	/ˈnɪk/
nickel	/ˈnɪkəl/
nickname	/ˈnɪkˌneɪm/
nicotine	/ˈnɪkəˌtiːn/
niece	/ˈniːs/
niggling	/ˈnɪgəlɪŋ/
night	/ˈnaɪt/
nightclub	/ˈnaɪtˌklʌb/
nightfall	/ˈnaɪtˌfɔl/
nightgown	/ˈnaɪtˌgaʊn/
nightly	/ˈnaɪt/
nightmare	/ˈnaɪtˌmεər/
nighttime	/ˈnaɪtˌtaɪm/
nil	/ˈnɪl/
nimble	/ˈnɪmbəl/
nine	/ˈnaɪn/
nineteen	/naɪnˈtiːn/
nineteenth	/naɪnˈtiːnθ/
ninetieth	/ˈnaɪnt̬iəθ/
ninety	/ˈnaɪnt̬i/
ninth	/ˈnaɪnθ/
nip	/ˈnɪp/
nipple	/ˈnɪpəl/
nitrogen	/ˈnaɪtrədƷən/
nitwit	/ˈnɪtˌwɪt/
no	/ˈnoː/
nos	/ˈnoːz/
noble	/ˈnoːbəl/
nobility	/noˈbɪlə-t̬i/
nobody	/ˈnoːbədi, -ˌbɑdi/
nocturnal	/nɑkˈtɚnəl/
nod	/ˈnɑd/
noise	/ˈnɔɪz/
noisily	/ˈnɔɪzəli/
noisy	/ˈnɔɪzi/
nomad	/ˈnoːˌmæd/
nomadic	/noˈmædɪk/
nominal	/ˈnɑmənəl/
nominate	/ˈnɑməˌneɪt/
nomination	/ˌnɑməˈneɪʃən/
nonalcoholic	/ˌnɑnˌælkəˈhɔlɪk/
nonchalant	/ˌnɑnʃəˈlɑnt/
officer	/ˌnɑnkəˈmɪʃənd/
noncommittal	/ˌnɑnkəˈmɪt̬əl/
nondescript	/ˌnɑndɪˈskrɪpt/
none	/ˈnʌn/
nonentity	/ˌnɑnˈεntət̬i/
nonetheless	/ˌnʌnðəˈlεs/
nonexistent	/ˌnɑnɪgˈzɪstənt/
nonfat	/ˌnɑnˈfæt/
nonfiction	/ˌnɑnˈfɪkʃən/
nonprofit	/ˌnɑnˈprɑfət/
nonsense	/ˈnɑnˌsεns, ˈnɑnsəns/
nonsensical	/nɑnˈsεnsɪkəl/
nonsmoker	/ˌnɑnˈsmoːkɚ/
nonstop	/ˌnɑnˈstɑp/
noodle	/ˈnuːdəl/
nook	/ˈnʊk/
noon	/ˈnuːn/
noose	/ˈnuːs/
nor	/ˈnɔr/
norm	/ˈnɔrm/
normal	/ˈnɔrməl/
normality	/nɔrˈmælət̬i/
north	/ˈnɔrθ/
northeast	/nɔrθˈiːst/
northeastern	/nɔrθˈiːstɚn/
northerly	/ˈnɔrðɚli/
northern	/ˈnɔrðɚn/
northwest	/ˌnɔrθˈwεst/
northwestern	/ˌnɔrθˈwεstɚn/
Norwegian	/nɔrˈwiːdƷən/
nose	/ˈnoːz/
nosebleed	/ˈnoːzˌbliːd/
nosedive	/ˈnoːzˌdaɪv/
nostalgia	/nɑˈstældƷə, nə-/
nostalgic	/nɑˈstældƷɪk, nə-/
nostril	/ˈnɑstrəl/
nosey	/ˈnoːzi/
not	/ˈnɑt/
notable	/ˈnoːt̬əbəl/
notably	/ˈnoːt̬əbli/
